runId,dataVersion,approvalId,gitSha,requestCount,manifestSha256,command,exitCode,policyVersion,defectId,taxonomy,severity,description,status
CANARY_T0_20260807_03,NONE,NONE,85567ec86879e0e31ada4bcce3b2cbd03e171739,0,85e71de36428b1473187badcdd5cce153479f30658f202525bf43a995169a5bd,python3 integration/validate_canary_handoff.py [redacted portable arguments],2,NOT_EVALUATED,CANARY-P1-EVIDENCE-BUNDLE,LINEAGE,P1,canonical canary handoff incomplete: 16/16 missing; canary_plan.json;approval_binding.json;request_attempt.jsonl;request_response_manifest.jsonl;checkpoint_manifest.json;raw_object_manifest.jsonl;index_results.parquet;detail_results.parquet;asset_results.parquet;canary_coverage.csv;kill_switch_events.jsonl;quarantine_manifest.jsonl;stage_manifest.json;stage_metrics.json;stage_quality.csv;CHECKSUMS.sha256,OPEN
CANARY_T0_20260807_03,NONE,NONE,85567ec86879e0e31ada4bcce3b2cbd03e171739,0,85e71de36428b1473187badcdd5cce153479f30658f202525bf43a995169a5bd,python3 integration/validate_canary_handoff.py [redacted portable arguments],2,NOT_EVALUATED,CANARY-POLICY-001,APPROVAL_BINDING,POLICY,CANARY_APPROVAL_MISSING,BLOCKED_EXPECTED
